id,sku,name,slug,category,category_id,description,short_description,price,cost_price,compare_at_price,profit_margin,stock_quantity,low_stock_threshold,stock,is_in_stock,status,product_type,visibility,published_at,created_at,updated_at,track_inventory,allow_backorders,is_featured,is_bestseller,weight,dimensions,brand,tags,meta_title,meta_description,meta_keywords,features,image_url,featured_image_url,gallery,gallery_images,average_rating,review_count,sales_count,total_sold,total_revenue,is_digital,digital_file_url,digital_file_type,digital_file_size,download_limit,download_expiry_days,file_path,video_url
,Jua kali tower bolts 6",Jua kali tower bolts 6",jua-kali-tower-bolts-6,Furniture,,6 inch jua kali tower bolt,Jua kali tower bolt 6",80,0,0,0,0,3,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.4,"{""length"": 6, ""width"": 0, ""height"": 0}",Jua Kali,"{""tower bolts"", ""bolts"", ""furniture""}",Jua kali tower bolts 6",6 inch jua kali tower bolt,"{""tower bolts"", ""jua kali"", ""furniture""}","{""Affordable"", ""Functional""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Tower bolts (black/ blue) 7",Tower bolts (black/ blue) 7",tower-bolts-black-blue-7,Furniture,,7 inch black/blue tower bolts,Tower bolts 7",150,0,0,0,0,3,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.5,"{""length"": 7, ""width"": 0, ""height"": 0}",,"{""tower bolts"", ""bolts"", ""furniture""}",Tower bolts (black/ blue) 7",7 inch tower bolts,"{""tower bolts"", ""bolts"", ""furniture""}","{""Secure"", ""Durable""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Window Tower bolts (black) 3",Window Tower bolts (black) 3",window-tower-bolts-black-3,Furniture,,3 inch window tower bolts,Window tower bolts 3",40,0,0,0,0,3,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.2,"{""length"": 3, ""width"": 0, ""height"": 0}",,"{""tower bolts"", ""window"", ""furniture""}",Window Tower bolts (black) 3",3 inch window tower bolts,"{""tower bolts"", ""window"", ""furniture""}","{""Secure"", ""Compact""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Window Tower bolts (black) 4",Window Tower bolts (black) 4",window-tower-bolts-black-4,Furniture,,4 inch window tower bolts,Window tower bolts 4",60,0,0,0,0,3,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.25,"{""length"": 4, ""width"": 0, ""height"": 0}",,"{""tower bolts"", ""window"", ""furniture""}",Window Tower bolts (black) 4",4 inch window tower bolts,"{""tower bolts"", ""window"", ""furniture""}","{""Secure"", ""Compact""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Window Tower bolts (black) 5",Window Tower bolts (black) 5",window-tower-bolts-black-5,Furniture,,5 inch window tower bolts,Window tower bolts 5",70,0,0,0,0,3,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.3,"{""length"": 5, ""width"": 0, ""height"": 0}",,"{""tower bolts"", ""window"", ""furniture""}",Window Tower bolts (black) 5",5 inch window tower bolts,"{""tower bolts"", ""window"", ""furniture""}","{""Secure"", ""Compact""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Window fasteners,Window fasteners,window-fasteners,Furniture,,Window fasteners,Window fasteners,250,0,0,0,0,3,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.2,"{""length"": 0, ""width"": 0, ""height"": 0}",,"{""window fasteners"", ""fasteners"", ""furniture""}",Window fasteners,Window fasteners,"{""window fasteners"", ""furniture"", ""windows""}","{""Secure"", ""Easy to operate""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Window Stay,Window Stay,window-stay,Furniture,,Window stays,Window stays,150,0,0,0,0,5,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.3,"{""length"": 0, ""width"": 0, ""height"": 0}",,"{""window stays"", ""stays"", ""furniture""}",Window Stay,Window stays,"{""window stays"", ""furniture"", ""windows""}","{""Adjustable"", ""Secure""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Pad-bolt (Chapi) - Aluminium - 9" (Large),Pad-bolt (Chapi) - Aluminium - 9" (Large),pad-bolt-chapi-aluminium-9-large,Furniture,,9 inch aluminium pad bolt,Aluminium pad bolt 9",300,0,0,0,0,3,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.4,"{""length"": 9, ""width"": 0, ""height"": 0}",,"{""pad bolts"", ""bolts"", ""furniture""}",Pad-bolt (Chapi) - Aluminium - 9" (Large),9 inch aluminium pad bolt,"{""pad bolts"", ""aluminium"", ""furniture""}","{""Lightweight"", ""Corrosion resistant""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Locker Hasps 3",Locker Hasps 3",locker-hasps-3,Furniture,,3 inch locker hasps,Locker hasps 3",40,0,0,0,0,3,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.2,"{""length"": 3, ""width"": 0, ""height"": 0}",,"{""hasps"", ""locker"", ""furniture""}",Locker Hasps 3",3 inch locker hasps,"{""hasps"", ""locker"", ""furniture""}","{""Secure"", ""Durable""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Iron Hasps & Staples 2.5",Iron Hasps & Staples 2.5",iron-hasps-staples-2-5,Furniture,,2.5 inch iron hasps & staples,Iron hasps 2.5",40,0,0,0,0,5,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.3,"{""length"": 2.5, ""width"": 0, ""height"": 0}",,"{""hasps"", ""iron"", ""furniture""}",Iron Hasps & Staples 2.5",2.5 inch iron hasps,"{""hasps"", ""iron"", ""furniture""}","{""Secure"", ""Durable""}",,,,,0,0,0,0,0,false,,,,,,,,,
